Invoice Number,Customer Name,Ship To,Date,Ship Mode,Balance Due,Item,Quantity,Rate,Amount
20149,Patrick O,Le Petit,Ship Mode,Balance Due,,"$6,852.38",4532,685.24,191.20
9063,Patrick O,"Mixco, Guatemala,
Guatemala
Mar 05 2013
Standard Class
",Ship Mode,Balance Due,,,,,
11611,Patrick O,"Nice, Provence",Ship Mode,Balance Due,,,,,
26021,Patrick O,"Manila, National
Capital, Philippines
Mar 17 2012
Second Class
",Ship Mode,Balance Due,,"$4,891.10",4491,733.67,80.06
12664,"Paul Gonzalez
Ship To","Grosseto, Tuscany,
Italy
Feb 22 2012
Standard Class
",Ship Mode,Balance Due,,"$1,430.95",5015,572.38,85.57
27048,"Paul Gonzalez
Ship To","Jiangmen,
Guangdong, China
Nov 29 2012
Same Day
",Ship Mode,Balance Due,,,,,
46228,"Paul Gonzalez
Ship To",Yaroslavl,Ship Mode,Balance Due,,,,,
25629,"Paul Lucas
Ship To","Xinyi, Guangdong,
China
Nov 15 2012
Standard Class
",Ship Mode,Balance Due,,,,,
25630,"Paul Lucas
Ship To","Xinyi, Guangdong,
China
Nov 15 2012
Standard Class
",Ship Mode,Balance Due,,,,,
29182,"Paul Lucas
Ship To","Huainan, Anhui,
China
Jan 18 2013
Standard Class
",Ship Mode,Balance Due,,,,,
16411,"Paul MacIntyre
Ship To","Wolverhampton,
England, United
Kingdom
Nov 03 2012
Standard Class
",Ship Mode,Balance Due,,,,,
23815,"Paul MacIntyre
Ship To","Tasikmalaya, Jawa
Barat, Indonesia
Jan 10 2013
Standard Class
",Ship Mode,Balance Due,,,,,
12012,"Paul Prost
Ship To","Castres, Languedoc",Ship Mode,Balance Due,,"$2,002.62",3679,300.39,97.68
20272,"Paul Prost
Ship To","Cologne, North
Rhine",Ship Mode,Balance Due,,,,,
24673,"Paul Prost
Ship To","Wafangdian,
Liaoning, China
Oct 23 2012
Standard Class
",Ship Mode,Balance Due,,,,,
18062,"Paul Stevenson
Ship To","Prato, Tuscany, Italy
Jan 22 2012
Standard Class
",Ship Mode,Balance Due,,,,,
18063,"Paul Stevenson
Ship To","Prato, Tuscany, Italy
Jan 22 2012
Standard Class
",Ship Mode,Balance Due,,,,,
25321,"Paul Stevenson
Ship To","Seoul, Seoul, South
Korea
Feb 28 2012
First Class
",Ship Mode,Balance Due,,"$4,012.80",4040,802.56,108.34
25322,"Paul Stevenson
Ship To","Seoul, Seoul, South
Korea
Feb 28 2012
First Class
",Ship Mode,Balance Due,,,,,
45753,"Paul Stevenson
Ship To","Sibiu, Sibiu, Romania
Nov 27 2012
Standard Class
",Ship Mode,Balance Due,,,,,
49886,"Paul Van Hugh
Ship To","Yaounde, Centre,
Cameroon
Aug 28 2012
Standard Class
",Ship Mode,Balance Due,,,,,
13571,"Pauline Chand
Ship To","Barcelona, Catalonia,
Spain
Apr 05 2012
First Class
",Ship Mode,Balance Due,,,,,
19775,"Pauline Johnson
Ship To","London, England,
United Kingdom
Dec 14 2012
Standard Class
",Ship Mode,Balance Due,,"$9,915.08",5761,991.51,211.36
4078,"Pauline Webber
Ship To","Orizaba, Veracruz,
Mexico
Sep 22 2012
Standard Class
",Ship Mode,Balance Due,,,,,
22108,"Penelope Sewall
Ship To","Jieyang, Guangdong,
China
Apr 15 2012
First Class
",Ship Mode,Balance Due,,,,,
6371,"Penelope Sewall
Ship To","Mixco, Guatemala,
Guatemala
Dec 15 2012
Standard Class
",Ship Mode,Balance Due,,,,,
48781,"Pete Armstrong
Ship To","Johannesburg,
Gauteng, South
Africa
Feb 15 2012
First Class
",Ship Mode,Balance Due,,,,,
29256,"Peter Fuller
Ship To","Sydney, New South
Wales, Australia
Sep 24 2012
Standard Class
",Ship Mode,Balance Due,,,,,
29257,"Peter Fuller
Ship To","Sydney, New South
Wales, Australia
Sep 24 2012
Standard Class
",Ship Mode,Balance Due,,"$3,052.57",3709,305.26,82.47
23159,"Peter McVee
Ship To","Kendari, Sulawesi
Tenggara, Indonesia
Jun 29 2012
First Class
",Ship Mode,Balance Due,,"$1,066.32",3349,501.17,97.72
42617,"Peter McVee
Ship To","Tehran, Tehran, Iran
Mar 10 2012
Second Class
",Ship Mode,Balance Due,,"Phones, Technology, TEC-PH-5268",69,642.69,285.83
2637,"Philip Fox
Ship To","San Pablo de las
Salinas, México,
Mexico
Jan 11 2012
First Class
",Ship Mode,Balance Due,,,,,
26337,"Phillina Ober
Ship To","Jining, Shandong,
China
Oct 18 2012
Standard Class
",Ship Mode,Balance Due,,,,,
11501,"Phillip Breyer
Ship To","Coventry, England,
United Kingdom
Feb 22 2013
First Class
",Ship Mode,Balance Due,,,,,
11502,"Phillip Breyer
Ship To","Coventry, England,
United Kingdom
Feb 22 2013
First Class
",Ship Mode,Balance Due,,,,,
30187,"Phillip Breyer
Ship To","Taipei, Taipei City,
Taiwan
Dec 16 2012
First Class
",Ship Mode,Balance Due,,,,,
30190,"Phillip Breyer
Ship To","Taipei, Taipei City,
Taiwan
Dec 16 2012
First Class
",Ship Mode,Balance Due,,,,,
30191,"Phillip Breyer
Ship To","Taipei, Taipei City,
Taiwan
Dec 16 2012
First Class
",Ship Mode,Balance Due,,,,,
30193,"Phillip Breyer
Ship To","Taipei, Taipei City,
Taiwan
Dec 16 2012
First Class
",Ship Mode,Balance Due,,,,,
5569,"Phillip Flathmann
Ship To","Reynosa,
Tamaulipas, Mexico
Jan 07 2013
Standard Class
",Ship Mode,Balance Due,,,,,
11000,"Ralph Arnett
Ship To","Puertollano, Castile",Ship Mode,Balance Due,,,,,
11001,"Ralph Arnett
Ship To","Puertollano, Castile",Ship Mode,Balance Due,,"$2,445.31",6142,244.53,67.96
17190,"Ralph Arnett
Ship To","Barcelona, Catalonia,
Spain
Dec 13 2012
Second Class
",Ship Mode,Balance Due,,"Copiers, Technology, TEC-CO-5991",60,957.60,141.92
23360,"Ralph Ritter
Ship To","Gold Coast,
Queensland,
Australia
Jun 21 2012
Standard Class
",Ship Mode,Balance Due,,,,,
25048,"Ralph Ritter
Ship To","Kanpur, Uttar
Pradesh, India
Oct 12 2012
Standard Class
",Ship Mode,Balance Due,,,,,
13998,"Randy Bradley
Ship To","Dijon, Bourgogne",Ship Mode,Balance Due,,"$6,784.99",4530,678.50,401.13
16678,"Randy Bradley
Ship To","Pamplona, Navarra,
Spain
Jun 17 2012
Second Class
",Ship Mode,Balance Due,,,,,
17040,"Randy Bradley
Ship To","Bolton, England,
United Kingdom
Jun 13 2012
Standard Class
",Ship Mode,Balance Due,,"Phones, Technology, TEC-PH-5355",06,636.06,82.75
24452,"Randy Ferguson
Ship To","Jiangyan, Jiangsu,
China
Jun 02 2012
First Class
",Ship Mode,Balance Due,,"$2,958.61",5071,887.58,78.44
24455,"Randy Ferguson
Ship To","Jiangyan, Jiangsu,
China
Jun 02 2012
First Class
",Ship Mode,Balance Due,,,,,
24932,"Raymond Buch
Ship To","Cairns, Queensland,
Australia
Nov 14 2012
Standard Class
",Ship Mode,Balance Due,,,,,
30199,"Raymond Messe
Ship To","Naihati, West Bengal,
India
Oct 27 2012
Same Day
",Ship Mode,Balance Due,,,,,
30200,"Raymond Messe
Ship To","Naihati, West Bengal,
India
Oct 27 2012
Same Day
",Ship Mode,Balance Due,,,,,
28676,"Ricardo Emerson
Ship To","Albany, Western
Australia, Australia
Dec 21 2012
Standard Class
",Ship Mode,Balance Due,,,,,
42502,"Richard Bierner
Ship To","Sumy, Sumy, Ukraine
May 01 2012
First Class
",Ship Mode,Balance Due,,"Phones, Technology, TEC-PH-3800",72,618.72,75.59
13599,"Richard Eichhorn
Ship To","Ulm, Baden",Ship Mode,Balance Due,,,,,
13603,"Richard Eichhorn
Ship To","Ulm, Baden",Ship Mode,Balance Due,,,,,
22988,"Richard Eichhorn
Ship To","Mackay, Queensland,
Australia
Feb 24 2013
Standard Class
",Ship Mode,Balance Due,,"$1,401.30",5785,140.13,120.77
10214,"Rick Reed
Ship To","Bom Jesus da Lapa,
Bahia, Brazil
Dec 27 2012
Second Class
",Ship Mode,Balance Due,,,,,
219,"Rick Reed
Ship To","Santo Domingo,
Santo Domingo,
Dominican Republic
Dec 27 2012
Second Class
",Ship Mode,Balance Due,,"$4,305.92",3150,861.18,103.12
220,"Rick Reed
Ship To","Santo Domingo,
Santo Domingo,
Dominican Republic
Dec 27 2012
Second Class
",Ship Mode,Balance Due,,,,,
22482,"Rick Reed
Ship To","Shanghai, Shanghai,
China
Sep 10 2012
Second Class
",Ship Mode,Balance Due,,,,,
22483,"Rick Reed
Ship To","Shanghai, Shanghai,
China
Sep 10 2012
Second Class
",Ship Mode,Balance Due,,,,,
10786,"Rick Wilson
Ship To","Alicante, Valenciana,
Spain
Sep 11 2012
Standard Class
",Ship Mode,Balance Due,,"$5,437.53",3153,543.75,96.14
18428,"Rick Wilson
Ship To","Allauch, Provence",Ship Mode,Balance Due,,"$9,602.50",5414,960.25,68.33
26904,"Rick Wilson
Ship To","Sydney, New South
Wales, Australia
May 26 2012
Standard Class
",Ship Mode,Balance Due,,"$8,821.87",5829,882.19,74.35
50731,"Ritsa Hightower
Ship To","Riyadh, Ar Riyad,
Saudi Arabia
Aug 03 2012
Standard Class
",Ship Mode,Balance Due,,,,,
50732,"Ritsa Hightower
Ship To","Riyadh, Ar Riyad,
Saudi Arabia
Aug 03 2012
Standard Class
",Ship Mode,Balance Due,,,,,
15190,"Rob Dowd
Ship To","Murcia, Murcia, Spain
Nov 02 2012
Second Class
",Ship Mode,Balance Due,,,,,
3151,"Rob Lucas
Ship To","Nova Serrana, Minas
Gerais, Brazil
Oct 02 2012
Standard Class
",Ship Mode,Balance Due,,,,,
41905,"Rob Lucas
Ship To","Riyadh, Ar Riyad,
Saudi Arabia
Oct 06 2012
Standard Class
",Ship Mode,Balance Due,,,,,
30038,"Robert Dilbeck
Ship To","Kawasaki, Kanagawa,
Japan
Dec 15 2012
Standard Class
",Ship Mode,Balance Due,,,,,
17346,"Roger Demir
Ship To",Bry,Ship Mode,Balance Due,,"$6,076.54",4258,607.65,143.41
22101,"Roger Demir
Ship To","Singapore,
Singapore, Singapore
May 01 2012
First Class
",Ship Mode,Balance Due,,,,,
46321,"Roger Demir
Ship To","Aswan, Aswan, Egypt
Jan 13 2012
Standard Class
",Ship Mode,Balance Due,,,,,
29288,"Roland Fjeld
Ship To","Yangon, Yangon,
Myanmar ",Ship Mode,Balance Due,,"$1,365.56",5990,505.26,77.84
26893,"Roland Schwarz
Ship To","Baguio City,
Cordillera,
Philippines
Jan 09 2013
Second Class
",Ship Mode,Balance Due,,"$5,905.16",3864,885.77,167.74
49312,"Roland Schwarz
Ship To","Accra, Greater Accra,
Ghana
Nov 15 2012
Second Class
",Ship Mode,Balance Due,,,,,
25868,Rose O,"Gaoyou, Jiangsu,
China
May 23 2012
Second Class
",Ship Mode,Balance Due,,,,,
25871,Rose O,"Gaoyou, Jiangsu,
China
May 23 2012
Second Class
",Ship Mode,Balance Due,,,,,
28018,Rose O,"Kollam, Kerala, India
Jan 22 2013
Second Class
",Ship Mode,Balance Due,,,,,
28019,Rose O,"Kollam, Kerala, India
Jan 22 2013
Second Class
",Ship Mode,Balance Due,,,,,
29569,Rose O,"Dumai, Riau,
Indonesia
Nov 23 2012
Standard Class
",Ship Mode,Balance Due,,,,,
50118,Rose O,"Algiers, Alger,
Algeria
Feb 25 2012
Same Day
",Ship Mode,Balance Due,,,,,
50119,Rose O,"Algiers, Alger,
Algeria
Feb 25 2012
Same Day
",Ship Mode,Balance Due,,"Storage, Office Supplies, OFF-ST-4081",92,787.92,110.60
9595,"Ross Baird
Ship To","Valinhos, São Paulo,
Brazil
Feb 17 2013
Standard Class
",Ship Mode,Balance Due,,,,,
14643,"Roy Collins
Ship To","Paris, Ile",Ship Mode,Balance Due,,,,,
18074,"Roy Collins
Ship To","Woking, England,
United Kingdom
Jan 11 2012
Same Day
",Ship Mode,Balance Due,,,,,
6342,"Roy Phan
Ship To","Santo Domingo,
Santo Domingo,
Dominican Republic
Dec 25 2012
Second Class
",Ship Mode,Balance Due,,"Appliances, Office Supplies, OFF-AP-3571",65,643.65,128.73
48599,"Ruben Dartt
Ship To","Vinnytsya, Vinnytsya,
Ukraine
Feb 29 2012
Standard Class
",Ship Mode,Balance Due,,,,,
12698,"Russell Applegate
Ship To","Hautmont, Nord",Ship Mode,Balance Due,,"$2,002.62",3679,300.39,116.53
1971,"Russell Applegate
Ship To","Francisco Beltrão,
Parana, Brazil
Jan 04 2012
Second Class
",Ship Mode,Balance Due,,,,,
4993,"Russell Applegate
Ship To","Itamaraju, Bahia,
Brazil
Nov 13 2012
First Class
",Ship Mode,Balance Due,,,,,
3774,Russell D,"Chinautla,
Guatemala,
Guatemala
Nov 10 2012
Same Day
",Ship Mode,Balance Due,,"$2,473.04",4582,4.95,105.08
636,Russell D,"Villa Alemana,
Valparaíso, Chile
Jan 24 2013
First Class
",Ship Mode,Balance Due,,,,,
7833,Russell D,"Chimaltenango,
Chimaltenango,
Guatemala
Nov 24 2012
First Class
",Ship Mode,Balance Due,,,,,
18913,"Ryan Crowe
Ship To","Ashford, England,
United Kingdom
Aug 03 2012
Standard Class
",Ship Mode,Balance Due,,,,,
48121,"Sally Hughsby
Ship To","Ulan Bator,
Ulaanbaatar,
Mongolia
Jan 21 2012
Standard Class
",Ship Mode,Balance Due,,,,,
28588,"Sam Craven
Ship To","Tokyo, Tokyo, Japan
Feb 21 2012
Standard Class
",Ship Mode,Balance Due,,,,,
24443,"Sam Zeldin
Ship To","Nanchong, Sichuan,
China
Nov 08 2012
Second Class
",Ship Mode,Balance Due,,,,,
29496,"Sample Company A
Ship To","Gold Coast,
Queensland,
Australia
Dec 06 2012
Standard Class
",Ship Mode,Balance Due,,,,,
8884,"Sample Company A
Ship To","La Plata, Provincia de
Buenos Aires,
Argentina
Sep 11 2012
Standard Class
",Ship Mode,Balance Due,,,,,
14500,"Sandra Flanagan
Ship To","Worcester, England,
United Kingdom
Oct 18 2012
Standard Class
",Ship Mode,Balance Due,,,,,
48389,"Sandra Flanagan
Ship To",Donets,Ship Mode,Balance Due,,,,,
1649,"Sandra Glassco
Ship To","San Salvador, San
Salvador, El Salvador
May 13 2012
Standard Class
",Ship Mode,Balance Due,,,,,
27994,"Sandra Glassco
Ship To","Gorakhpur, Haryana,
India
Oct 26 2012
Standard Class
",Ship Mode,Balance Due,,,,,
48589,"Sanjit Jacobs
Ship To","Cairo, Al Qahirah,
Egypt
Jan 10 2012
Second Class
",Ship Mode,Balance Due,,,,,
25995,"Saphhira Shifley
Ship To","Guangzhou,
Guangdong, China
Jun 21 2012
Standard Class
",Ship Mode,Balance Due,,,,,
17043,"Sara Luxemburg
Ship To","Valencia, Valenciana,
Spain
Nov 30 2012
Second Class
",Ship Mode,Balance Due,,,,,
51080,"Sara Luxemburg
Ship To","Bouake, Vallee Du
Bandama, Cote
d",Ship Mode,Balance Due,,,,,
19933,"Sarah Bern
Ship To","Vincennes, Ile",Ship Mode,Balance Due,,,,,
23277,"Sarah Bern
Ship To","Huaibei, Anhui,
China
Oct 26 2012
Second Class
",Ship Mode,Balance Due,,,,,
23278,"Sarah Bern
Ship To","Huaibei, Anhui,
China
Oct 26 2012
Second Class
",Ship Mode,Balance Due,,,,,
24394,"Sarah Bern
Ship To","Gold Coast,
Queensland,
Australia
Dec 28 2012
Second Class
",Ship Mode,Balance Due,,"Phones, Technology, TEC-PH-5267",50,578.50,57.85
24395,"Sarah Bern
Ship To","Gold Coast,
Queensland,
Australia
Dec 28 2012
Second Class
",Ship Mode,Balance Due,,"Bookcases, Furniture, FUR-BO-5777",32,706.32,70.63
4375,"Sarah Brown
Ship To","Managua, Managua,
Nicaragua
Feb 07 2013
Second Class
",Ship Mode,Balance Due,,"$1,907.42",3598,3.81,111.48
12798,"Sarah Foster
Ship To","London, England,
United Kingdom
May 03 2012
Standard Class
",Ship Mode,Balance Due,,"$7,067.25",5503,706.73,161.76
523,"Sarah Jordon
Ship To","Monclova, Coahuila,
Mexico
Oct 12 2012
Standard Class
",Ship Mode,Balance Due,,"$1,905.26",3596,3.81,96.50
16066,"Scot Coram
Ship To","Dos Hermanas,
Andalusía, Spain
Jan 22 2013
Standard Class
",Ship Mode,Balance Due,,,,,
29686,"Scot Coram
Ship To","Avadi, Tamil Nadu,
India
Jun 21 2012
Standard Class
",Ship Mode,Balance Due,,,,,
29688,"Scot Coram
Ship To","Avadi, Tamil Nadu,
India
Jun 21 2012
Standard Class
",Ship Mode,Balance Due,,,,,
42964,"Scot Coram
Ship To","Elbasan, Elbasan,
Albania
Mar 02 2012
Second Class
",Ship Mode,Balance Due,,,,,
10963,"Scot Wooten
Ship To","Vienna, Vienna,
Austria
Mar 07 2013
Second Class
",Ship Mode,Balance Due,,,,,
18978,"Scot Wooten
Ship To","Duisburg, North
Rhine",Ship Mode,Balance Due,,"$2,878.20",4057,287.82,75.87
25891,"Sean Braxton
Ship To","Ho Chi Minh City, Ho
Chí Minh City,
Vietnam
Jun 27 2012
Standard Class
",Ship Mode,Balance Due,,,,,
46910,"Sean Miller
Ship To","Fes, Fès",Ship Mode,Balance Due,,,,,
500,"Sean Miller
Ship To","San Juan de la
Maguana, San Juan,
Dominican Republic
Nov 21 2012
First Class
",Ship Mode,Balance Due,,,,,
50056,"Sean Miller
Ship To","Gagnoa, Fromager,
Cote d",Ship Mode,Balance Due,,,,,
10370,Sean O,"Vienna, Vienna,
Austria
May 17 2012
Standard Class
",Ship Mode,Balance Due,,,,,
10372,Sean O,"Vienna, Vienna,
Austria
May 17 2012
Standard Class
",Ship Mode,Balance Due,,,,,
17569,Sean O,"Dudley, England,
United Kingdom
Sep 05 2012
Standard Class
",Ship Mode,Balance Due,,,,,
8439,Sean O,"Monterrey, Nuevo
León, Mexico
Jun 16 2012
Second Class
",Ship Mode,Balance Due,,"$2,486.88",4689,497.38,134.34
8440,Sean O,"Monterrey, Nuevo
León, Mexico
Jun 16 2012
Second Class
",Ship Mode,Balance Due,,"Copiers, Technology, TEC-CO-3688",55,842.55,1.69
24939,"Sean Wendt
Ship To","Depok, Jawa Barat,
Indonesia
Jun 07 2012
Standard Class
",Ship Mode,Balance Due,,,,,
21252,"Seth Vernon
Ship To","Hefei, Anhui, China
Feb 01 2013
Standard Class
",Ship Mode,Balance Due,,,,,
21253,"Seth Vernon
Ship To","Hefei, Anhui, China
Feb 01 2013
Standard Class
",Ship Mode,Balance Due,,,,,
30887,"Shahid Hopkins
Ship To","Geraldton, Western
Australia, Australia
Aug 17 2012
First Class
",Ship Mode,Balance Due,,"$1,994.98",4267,797.99,81.94
30140,"Shahid Shariari
Ship To","Amravati,
Maharashtra, India
Nov 15 2012
Same Day
",Ship Mode,Balance Due,,"Bookcases, Furniture, FUR-BO-5748",36,675.36,73.00
31134,"Shaun Weien
Ship To","Manukau City,
Auckland, New
Zealand
May 22 2012
Second Class
",Ship Mode,Balance Due,,,,,
1260,"Sheri Gordon
Ship To","Managua, Managua,
Nicaragua
Nov 15 2012
First Class
",Ship Mode,Balance Due,,,,,
9012,"Shirley Daniels
Ship To","Mexico City, Distrito
Federal, Mexico
Apr 06 2012
Standard Class
",Ship Mode,Balance Due,,"$2,194.27",4655,438.85,88.86
14495,"Shirley Schmidt
Ship To","Groningen,
Groningen,
Netherlands
Dec 27 2012
Second Class
",Ship Mode,Balance Due,,,,,
4958,"Shui Tom
Ship To","Chinandega,
Chinandega,
Nicaragua
Nov 21 2012
First Class
",Ship Mode,Balance Due,,"$2,257.54",3610,4.52,131.13
4960,"Shui Tom
Ship To","Chinandega,
Chinandega,
Nicaragua
Nov 21 2012
First Class
",Ship Mode,Balance Due,,,,,
9960,"Shui Tom
Ship To","Soyapango, San
Salvador, El Salvador
Jul 27 2012
Second Class
",Ship Mode,Balance Due,,,,,
7298,"Skye Norling
Ship To","Taubaté, São Paulo,
Brazil
Aug 29 2012
First Class
",Ship Mode,Balance Due,,,,,
3832,"Sonia Cooley
Ship To","Palma Soriano,
Santiago de Cuba,
Cuba
May 20 2012
Standard Class
",Ship Mode,Balance Due,,,,,
26367,"Stefania Perrino
Ship To","Chittagong,
Chittagong,
Bangladesh
Dec 19 2012
Standard Class
",Ship Mode,Balance Due,,,,,
26375,"Stefania Perrino
Ship To","Chittagong,
Chittagong,
Bangladesh
Dec 19 2012
Standard Class
",Ship Mode,Balance Due,,,,,
26376,"Stefania Perrino
Ship To","Chittagong,
Chittagong,
Bangladesh
Dec 19 2012
Standard Class
",Ship Mode,Balance Due,,,,,
22489,"Steve Carroll
Ship To","Ninghai, Shandong,
China
Nov 09 2012
First Class
",Ship Mode,Balance Due,,,,,
27639,"Steve Carroll
Ship To","Phnom Penh, Phnom
Penh, Cambodia
Mar 07 2012
Standard Class
",Ship Mode,Balance Due,,,,,
13707,"Steve Chapman
Ship To","Vienna, Vienna,
Austria
May 04 2012
Standard Class
",Ship Mode,Balance Due,,,,,
23545,"Steve Chapman
Ship To","Jakarta, Jakarta,
Indonesia
Dec 05 2012
Standard Class
",Ship Mode,Balance Due,,,,,
27922,"Steve Nguyen
Ship To","Geelong, Victoria,
Australia
Sep 22 2012
Standard Class
",Ship Mode,Balance Due,,"$8,546.18",4591,854.62,212.72
1702,"Steven Cartwright
Ship To","Petrópolis, Rio de
Janeiro, Brazil
Sep 14 2012
First Class
",Ship Mode,Balance Due,,,,,
42735,"Steven Cartwright
Ship To","Bangui, Bangui,
Central African
Republic
Jan 27 2013
Second Class
",Ship Mode,Balance Due,,,,,
14184,"Steven Roelle
Ship To","Derby, England,
United Kingdom
Jul 17 2012
Standard Class
",Ship Mode,Balance Due,,,,,
9240,"Steven Ward
Ship To","Matagalpa,
Matagalpa, Nicaragua
Dec 07 2012
Standard Class
",Ship Mode,Balance Due,,,,,
28189,"Stewart Carmichael
Ship To","Sydney, New South
Wales, Australia
Jun 02 2012
First Class
",Ship Mode,Balance Due,,"$1,921.05",3386,192.11,107.70
11014,"Stuart Calhoun
Ship To","Cergy, Ile",Ship Mode,Balance Due,,,,,
20954,"Stuart Calhoun
Ship To","Bhilai, Chhattisgarh,
India
Feb 05 2013
Standard Class
",Ship Mode,Balance Due,,,,,
20955,"Stuart Calhoun
Ship To","Bhilai, Chhattisgarh,
India
Feb 05 2013
Standard Class
",Ship Mode,Balance Due,,,,,
10365,"Sue Ann Reed
Ship To","Newcastle upon
Tyne, England,
United Kingdom
Mar 30 2012
Standard Class
",Ship Mode,Balance Due,,,,,
17380,"Sung Chung
Ship To","Vienna, Vienna,
Austria
Jun 10 2012
First Class
",Ship Mode,Balance Due,,,,,
5917,"Sung Chung
Ship To","Monclova, Coahuila,
Mexico
Nov 27 2012
First Class
",Ship Mode,Balance Due,,,,,
26597,"Sung Shariari
Ship To","Kendari, Sulawesi
Tenggara, Indonesia
Apr 10 2012
Standard Class
",Ship Mode,Balance Due,,,,,
11968,"Susan MacKendrick
Ship To","Cologne, North
Rhine",Ship Mode,Balance Due,,,,,
15103,"Susan Vittorini
Ship To","Helsinki, Uusimaa,
Finland
Nov 14 2012
Standard Class
",Ship Mode,Balance Due,,,,,
25949,"Susan Vittorini
Ship To","Melbourne, Victoria,
Australia
Jun 02 2012
Standard Class
",Ship Mode,Balance Due,,"$5,835.89",4563,583.59,96.55
2725,"Suzanne McNair
Ship To","São Paulo, São
Paulo, Brazil
Nov 16 2012
First Class
",Ship Mode,Balance Due,,"$1,579.22",3587,3.16,109.36
4902,"Suzanne McNair
Ship To","Chilpancingo,
Guerrero, Mexico
Jan 20 2012
Same Day
",Ship Mode,Balance Due,,"Appliances, Office Supplies, OFF-AP-3866",56,744.56,82.67
26495,"Sylvia Foulston
Ship To","Newcastle, New
South Wales,
Australia
Aug 16 2012
Same Day
",Ship Mode,Balance Due,,"Envelopes, Office Supplies, OFF-EN-4446",03,947.03,94.70
26496,"Sylvia Foulston
Ship To","Newcastle, New
South Wales,
Australia
Aug 16 2012
Same Day
",Ship Mode,Balance Due,,"$3,778.65",5807,377.87,175.98
25931,"Tamara Chand
Ship To","Chengdu, Sichuan,
China
May 05 2012
Standard Class
",Ship Mode,Balance Due,,,,,
41648,"Tamara Chand
Ship To","Baku, Baki,
Azerbaijan
Jun 07 2012
Same Day
",Ship Mode,Balance Due,,"Chairs, Furniture, FUR-CH-4654",71,454.71,147.24
49349,"Tamara Chand
Ship To","Kharkiv, Kharkiv,
Ukraine
Oct 21 2012
First Class
",Ship Mode,Balance Due,,,,,
7898,"Tamara Manning
Ship To","Querétaro,
Querétaro, Mexico
Dec 14 2012
Standard Class
",Ship Mode,Balance Due,,,,,
13221,"Tamara Willingham
Ship To","Carcassonne,
Languedoc",Ship Mode,Balance Due,,"Phones, Technology, TEC-PH-5264",03,491.03,73.65
13223,"Tamara Willingham
Ship To","Carcassonne,
Languedoc",Ship Mode,Balance Due,,,,,
19902,"Tamara Willingham
Ship To",La Baule,Ship Mode,Balance Due,,"$3,544.64",5760,354.46,401.25
28948,"Tamara Willingham
Ship To","Chengdu, Sichuan,
China
Aug 17 2012
Standard Class
",Ship Mode,Balance Due,,,,,
28293,"Ted Trevino
Ship To","Padang, Sumatera
Barat, Indonesia
Dec 20 2012
First Class
",Ship Mode,Balance Due,,"$4,391.12",5700,746.49,128.13
9226,"Ted Trevino
Ship To","Santo Domingo,
Santo Domingo,
Dominican Republic
Nov 11 2012
Second Class
",Ship Mode,Balance Due,,"$1,015.68",4530,203.14,112.71
21104,"Thea Hendricks
Ship To","Kuching, Sarawak,
Malaysia
Jan 13 2013
Second Class
",Ship Mode,Balance Due,,,,,
13171,"Theone Pippenger
Ship To","Tamworth, England,
United Kingdom
Jan 03 2013
Standard Class
",Ship Mode,Balance Due,,,,,
23250,"Theone Pippenger
Ship To","Ho Chi Minh City, Ho
Chí Minh City,
Vietnam
Nov 10 2012
First Class
",Ship Mode,Balance Due,,,,,
23251,"Theone Pippenger
Ship To","Ho Chi Minh City, Ho
Chí Minh City,
Vietnam
Nov 10 2012
First Class
",Ship Mode,Balance Due,,,,,
23252,"Theone Pippenger
Ship To","Ho Chi Minh City, Ho
Chí Minh City,
Vietnam
Nov 10 2012
First Class
",Ship Mode,Balance Due,,"$1,179.72",5134,554.47,148.73
5732,"Theone Pippenger
Ship To","Puebla, Puebla,
Mexico
Oct 25 2012
First Class
",Ship Mode,Balance Due,,,,,
6998,"Theone Pippenger
Ship To","Managua, Managua,
Nicaragua
Dec 10 2012
First Class
",Ship Mode,Balance Due,,"$1,896.64",3597,3.79,105.27
22197,"Theresa Coyne
Ship To","Melbourne, Victoria,
Australia
Jan 12 2013
Standard Class
",Ship Mode,Balance Due,,,,,
22198,"Theresa Coyne
Ship To","Melbourne, Victoria,
Australia
Jan 12 2013
Standard Class
",Ship Mode,Balance Due,,"$1,281.31",6012,128.13,79.57
21236,"Theresa Swint
Ship To","Manila, National
Capital, Philippines
Oct 25 2012
Standard Class
",Ship Mode,Balance Due,,,,,
10342,"Thomas Boland
Ship To","Taverny, Ile",Ship Mode,Balance Due,,"$1,076.41",3688,161.46,70.11
23122,"Thomas Boland
Ship To","Kendari, Sulawesi
Tenggara, Indonesia
Aug 11 2012
Standard Class
",Ship Mode,Balance Due,,"$6,406.06",3685,448.42,145.08
18758,"Thomas Thornton
Ship To","Poissy, Ile",Ship Mode,Balance Due,,,,,
28513,"Tiffany House
Ship To","Caloundra,
Queensland,
Australia
Aug 18 2012
Same Day
",Ship Mode,Balance Due,,"$1,796.18",5253,179.62,113.45
43958,"Tim Taslimi
Ship To","Lublin, Lublin,
Poland
Nov 06 2012
Standard Class
",Ship Mode,Balance Due,,,,,
10745,"Toby Carlisle
Ship To","Talence, Aquitaine",Ship Mode,Balance Due,,,,,
